title,date,category
One point compactification and Lipschitz normally embedded definable subsets,2023-04-17 18:49:02+00:00,math.AG
Learning Compressed Embeddings for On-Device Inference,2022-03-18 19:32:40+00:00,cs.LG
Some Results On Convex Greedy Embedding Conjecture for 3-Connected Planar Graphs,2009-05-23 12:21:58+00:00,cs.DS
Monotone Simultaneous Embedding of Directed Paths,2013-10-25 15:14:34+00:00,cs.CG
Re-embedding a 1-Plane Graph into a Straight-line Drawing in Linear Time,2016-08-27 05:29:29+00:00,cs.CG
Algorithms for low-distortion embeddings into arbitrary 1-dimensional spaces,2017-12-19 01:52:44+00:00,cs.CG
Neural Input Search for Large Scale Recommendation Models,2019-07-10 00:49:06+00:00,cs.LG
Predicting Dynamic Embedding Trajectory in Temporal Interaction Networks,2019-08-03 17:52:13+00:00,cs.SI
Bridging the Gap between Community and Node Representations: Graph Embedding via Community Detection,2019-12-17 21:14:48+00:00,cs.SI
CoVeR: Learning Covariate-Specific Vector Representations with Tensor Decompositions,2018-02-21 22:52:35+00:00,cs.CL
Information Leakage in Embedding Models,2020-03-31 18:33:36+00:00,cs.LG
Establishing Cyber Resilience in Embedded Systems for Securing Next-Generation Critical Infrastructure,2020-04-06 15:56:46+00:00,cs.CR
A Comparative Study on Structural and Semantic Properties of Sentence Embeddings,2020-09-23 15:45:32+00:00,cs.CL
Automated Concatenation of Embeddings for Structured Prediction,2020-10-10 14:03:20+00:00,cs.CL
Embedding and Extraction of Knowledge in Tree Ensemble Classifiers,2020-10-16 10:09:01+00:00,cs.CR
Selection of the optimal embedding positions of digital audio watermarking in wavelet domain,2020-10-22 05:56:51+00:00,cs.CR
Model Choices Influence Attributive Word Associations: A Semi-supervised Analysis of Static Word Embeddings,2020-12-14 22:27:18+00:00,cs.CL
Choosing is Losing: How to combine the benefits of shallow and deep embeddings through reflection,2021-05-22 22:11:18+00:00,cs.PL
Systematic comparison of graph embedding methods in practical tasks,2021-06-18 16:01:01+00:00,physics.soc-ph
Learning Joint Embedding with Modality Alignments for Cross-Modal Retrieval of Recipes and Food Images,2021-08-09 03:11:54+00:00,cs.CV
Deep Recursive Embedding for High-Dimensional Data,2021-10-31 23:22:33+00:00,cs.LG
Training Cross-Lingual embeddings for Setswana and Sepedi,2021-11-11 14:26:15+00:00,cs.CL
Single-shot Embedding Dimension Search in Recommender System,2022-04-07 08:13:52+00:00,cs.IR
CPS-MEBR: Click Feedback-Aware Web Page Summarization for Multi-Embedding-Based Retrieval,2022-10-18 11:59:31+00:00,cs.IR
Phase2vec: Dynamical systems embedding with a physics-informed convolutional network,2022-12-07 18:54:52+00:00,cs.LG
A Comparative Study of Pre-trained Speech and Audio Embeddings for Speech Emotion Recognition,2023-04-22 19:56:35+00:00,eess.AS
Embedding Diagrams of N=2 Verma Modules and Relaxed ^sl(2) Verma Modules,1997-12-09 22:27:57+00:00,hep-th
Gunther's proof of Nash's isometric embedding theorem,1998-07-29 21:33:32+00:00,math.DG
An extension theorem in symplectic geometry,2001-12-31 09:57:52+00:00,math.SG
Khovanov's invariant for closed surfaces,2005-02-24 20:26:03+00:00,math.GT
Embedding fillings of contact 3-manifolds,2005-03-17 11:30:22+00:00,math.SG
Young diagrams and embeddings of Grassmannians,2005-07-01 16:29:53+00:00,math.AG
Quaternionic-contact hypersurfaces,2006-04-06 14:43:46+00:00,math.DG
An application of metric cotype to quasisymmetric embeddings,2006-07-25 22:27:07+00:00,math.MG
Semi-stability of embedded solitons in the general fifth-order KdV equation,2002-09-10 21:52:31+00:00,nlin.PS
Equivariant embeddings of Hermitian symmetric spaces,2007-09-21 05:10:04+00:00,math.MG
Area-expanding embeddings of rectangles,2007-10-01 23:24:10+00:00,math.DG
About the embedding of Moufang loops in alternative algebras,2008-04-03 17:50:50+00:00,math.RA
Higher-dimensional Embedding of Four-dimensional Hypersurfaces: Chronological Development of Co-dimension-1 Embedding,2008-09-19 18:51:40+00:00,gr-qc
Tori Embedded in S3 with Dense Asymptotic Lines,2008-10-11 13:29:57+00:00,math.DG
Simplicial embeddings between pants graphs,2009-01-13 10:11:09+00:00,math.GT
Circle immersions that can be divided into two arc embeddings,2009-02-09 17:15:29+00:00,math.GT
Barr's Embedding Theorem for Enriched Categories,2009-03-06 09:12:23+00:00,math.CT
Every graph has an embedding in $S^3$ containing no non-hyperbolic knot,2009-06-11 23:19:53+00:00,math.GT
Global embedding of the Kerr black hole event horizon into hyperbolic 3-space,2009-06-15 19:33:09+00:00,gr-qc
Crossing-Free Acyclic Hamiltonian Path Completion for Planar st-Digraphs,2009-09-15 12:12:06+00:00,cs.DS
Embedding protein 3D-structures in a cubic lattice. I. The basic algorithms,2010-04-12 18:45:34+00:00,physics.bio-ph
Quantitative embedded contact homology,2010-05-13 06:27:40+00:00,math.SG
Bubbletons are not embedded,2010-10-29 11:21:54+00:00,math.DG
Topological quantum D-branes and wild embeddings from exotic smooth R^4,2011-05-08 21:43:54+00:00,hep-th
Embedded constant curvature curves on convex surfaces,2011-05-09 09:50:45+00:00,math.DG
Embeddings for Schwarzschild metric: classification and new results,2012-02-06 17:03:38+00:00,gr-qc
Design Space Exploration to Find the Optimum Cache and Register File Size for Embedded Applications,2012-05-09 05:23:13+00:00,cs.AR
Conditional mean embeddings as regressors - supplementary,2012-05-21 16:43:02+00:00,cs.LG
The Expressive Power of Word Embeddings,2013-01-15 04:52:10+00:00,cs.LG
Global Embedding of the Reissner-Nordström Metric in the Flat Ambient Space,2013-04-24 11:27:23+00:00,gr-qc
A connection of the Brascamp-Lieb inequality with Skorokhod embedding,2013-09-11 03:43:35+00:00,math.PR
Embeddings between weighted local Morrey-type spaces and weighted Lebesgue spaces,2013-09-17 17:58:34+00:00,math.FA
Cyclic covers and toroidal embeddings,2013-10-15 08:19:10+00:00,math.AG
When does the Hawking into Unruh mapping for global embeddings work?,2014-02-17 12:09:57+00:00,gr-qc
Embeddings of representations,2014-06-20 07:17:03+00:00,math.RT
Planar Embeddings with Small and Uniform Faces,2014-09-15 15:42:07+00:00,cs.CG
Linearly embedded graphs in 3-space with homotopically free exteriors,2014-09-24 02:17:00+00:00,math.GT
Strong regular embeddings of Deligne-Mumford stacks and hypertoric geometry,2015-03-16 20:06:25+00:00,math.AG
Totally Real Perturbations and Non-Degenerate Embeddings of $S^3$,2015-06-25 15:40:31+00:00,math.CV
Area-minimizing cones over minimal embeddings of R-spaces,2015-07-08 02:30:00+00:00,math.DG
Mapping Unseen Words to Task-Trained Embedding Spaces,2015-10-08 16:17:47+00:00,cs.CL
Embedding by Normalisation,2016-03-16 18:04:04+00:00,cs.PL
On the dimension of matrix embeddings of torsion-free nilpotent groups,2016-06-07 18:27:44+00:00,math.GR
PSDVec: a Toolbox for Incremental and Scalable Word Embedding,2016-06-10 05:55:58+00:00,cs.CL
Using the Output Embedding to Improve Language Models,2016-08-20 18:32:05+00:00,cs.CL
Discriminative Acoustic Word Embeddings: Recurrent Neural Network-Based Approaches,2016-11-08 15:13:19+00:00,cs.CL
Embedding of metric graphs on hyperbolic surfaces,2017-03-07 12:43:22+00:00,math.GT
Improving speaker turn embedding by crossmodal transfer learning from face embedding,2017-07-10 08:51:53+00:00,cs.CV
Geometric Embedding of Path and Cycle Graphs in Pseudo-convex Polygons,2017-08-04 11:27:22+00:00,cs.CG
Simple and Effective Dimensionality Reduction for Word Embeddings,2017-08-11 17:52:36+00:00,cs.CL
Data Sets: Word Embeddings Learned from Tweets and General Data,2017-08-14 02:34:17+00:00,cs.CL
Sentiment Analysis by Joint Learning of Word Embeddings and Classifier,2017-08-14 02:40:20+00:00,cs.CL
A minimal Kurepa tree with respect to club embeddings,2017-11-10 04:22:55+00:00,math.LO
Inducing and Embedding Senses with Scaled Gumbel Softmax,2018-04-22 07:12:05+00:00,cs.CL
Enhancing Chinese Intent Classification by Dynamically Integrating Character Features into Word Embeddings with Ensemble Techniques,2018-05-23 00:18:42+00:00,cs.CL
Embedding Text in Hyperbolic Spaces,2018-06-12 03:25:15+00:00,cs.CL
A Tutorial on Network Embeddings,2018-08-08 00:54:01+00:00,cs.SI
Angular-Based Word Meta-Embedding Learning,2018-08-13 17:20:20+00:00,cs.CL
On spectral embedding performance and elucidating network structure in stochastic block model graphs,2018-08-14 18:51:52+00:00,math.ST
Paraphrase Thought: Sentence Embedding Module Imitating Human Language Recognition,2018-08-16 14:20:50+00:00,cs.CL
Phased Array Feed Model Equations corresponding to two definitions of embedded beam pattern,2019-02-05 01:52:18+00:00,astro-ph.IM
Hyperbolic Disk Embeddings for Directed Acyclic Graphs,2019-02-12 11:23:30+00:00,cs.LG
3D Graph Embedding Learning with a Structure-aware Loss Function for Point Cloud Semantic Instance Segmentation,2019-02-14 07:29:40+00:00,cs.CV
Multi-Hot Compact Network Embedding,2019-03-07 23:04:35+00:00,cs.SI
PyTorch-BigGraph: A Large-scale Graph Embedding System,2019-03-28 21:51:09+00:00,cs.LG
"Identification, Interpretability, and Bayesian Word Embeddings",2019-04-02 19:12:35+00:00,cs.CL
Simple dynamic word embeddings for mapping perceptions in the public sphere,2019-04-06 03:28:18+00:00,cs.CY
GLEE: Geometric Laplacian Eigenmap Embedding,2019-05-23 16:35:23+00:00,cs.LG
FOBE and HOBE: First- and High-Order Bipartite Embeddings,2019-05-27 03:12:52+00:00,cs.LG
Out-of-Vocabulary Embedding Imputation with Grounded Language Information by Graph Convolutional Networks,2019-06-10 01:10:34+00:00,cs.CL
Analyzing the Limitations of Cross-lingual Word Embedding Mappings,2019-06-12 22:19:26+00:00,cs.CL
Fine-Grained Action Retrieval Through Multiple Parts-of-Speech Embeddings,2019-08-09 14:41:06+00:00,cs.CV
ViCo: Word Embeddings from Visual Co-occurrences,2019-08-22 17:58:52+00:00,cs.CV
AHINE: Adaptive Heterogeneous Information Network Embedding,2019-08-20 04:35:10+00:00,cs.SI
Single Training Dimension Selection for Word Embedding with PCA,2019-08-30 23:19:41+00:00,cs.CL
Fusing Vector Space Models for Domain-Specific Applications,2019-09-05 10:34:07+00:00,cs.CL
Cross-Lingual Contextual Word Embeddings Mapping With Multi-Sense Words In Mind,2019-09-18 20:10:32+00:00,cs.CL
A note on the generalization of the Kodaira embedding theorem,2019-09-26 11:12:52+00:00,math.DG
"Fast Fixed Dimension L2-Subspace Embeddings of Arbitrary Accuracy, With Application to L1 and L2 Tasks",2019-09-27 09:41:47+00:00,cs.LG
Embeddings for DNN speaker adaptive training,2019-09-30 09:04:16+00:00,cs.CL
Spherical Text Embedding,2019-11-04 18:36:12+00:00,cs.CL
embComp: Visual Interactive Comparison of Vector Embeddings,2019-11-05 00:06:41+00:00,cs.HC
High Quality ELMo Embeddings for Seven Less-Resourced Languages,2019-11-22 14:06:21+00:00,cs.CL
MANELA: A Multi-Agent Algorithm for Learning Network Embeddings,2019-12-01 02:23:34+00:00,cs.MA
Measuring Social Bias in Knowledge Graph Embeddings,2019-12-05 17:53:25+00:00,cs.CL
Temperature-Aware Virtual Data Center Embedding to Avoid Hot Spots in Data Centers,2019-12-26 09:47:12+00:00,cs.NI
Explicit Form Of Extremal Functions In The Embedding Constant Problem For Sobolev SpacesI,2020-01-01 17:18:55+00:00,math.FA
Learning Fine Grained Place Embeddings with Spatial Hierarchy from Human Mobility Trajectories,2020-02-06 01:37:40+00:00,cs.LG
AutoEmb: Automated Embedding Dimensionality Search in Streaming Recommendations,2020-02-26 01:36:01+00:00,cs.IR
Learning aligned embeddings for semi-supervised word translation using Maximum Mean Discrepancy,2020-06-20 13:57:55+00:00,cs.CL
Alignment and stability of embeddings: measurement and inference improvement,2021-01-18 18:58:59+00:00,cs.LG
Coloring the Black Box: What Synesthesia Tells Us about Character Embeddings,2021-01-26 05:21:58+00:00,cs.CL
Steady-State Models of STATCOM and UPFC using Flexible Holomorphic Embedding,2021-01-27 10:17:14+00:00,eess.SY
Representing Hierarchical Structure by Using Cone Embedding,2021-02-16 08:23:59+00:00,cs.AI
DeepWalking Backwards: From Embeddings Back to Graphs,2021-02-17 02:16:12+00:00,cs.LG
Probing Multimodal Embeddings for Linguistic Properties: the Visual-Semantic Case,2021-02-22 15:47:04+00:00,cs.LG
Theoretical Understandings of Product Embedding for E-commerce Machine Learning,2021-02-24 02:29:15+00:00,cs.LG
Neural Embeddings of Graphs in Hyperbolic Space,2017-05-29 18:47:30+00:00,stat.ML
Role action embeddings: scalable representation of network positions,2018-11-19 23:23:46+00:00,cs.SI
Symmetrization for Embedding Directed Graphs,2018-11-06 14:20:44+00:00,cs.SI
Invariant embeddings of unimodular random planar graphs,2019-10-03 17:33:26+00:00,math.PR
Keyphrase Extraction from Scholarly Articles as Sequence Labeling using Contextualized Embeddings,2019-10-19 20:42:59+00:00,cs.CL
Unsupervised Graph Embedding via Adaptive Graph Learning,2020-03-10 02:33:14+00:00,cs.LG
Multiple Visual-Semantic Embedding for Video Retrieval from Query Sentence,2020-04-16 21:12:32+00:00,cs.CV
TransEdge: Translating Relation-contextualized Embeddings for Knowledge Graphs,2020-04-22 03:00:45+00:00,cs.AI
Word Equations: Inherently Interpretable Sparse Word Embeddingsthrough Sparse Coding,2020-04-08 19:49:49+00:00,cs.CL
Challenges in Designing Exploit Mitigations for Deeply Embedded Systems,2020-07-05 12:12:09+00:00,cs.CR
Improving Chinese Segmentation-free Word Embedding With Unsupervised Association Measure,2020-07-05 13:55:19+00:00,cs.CL
On origami embeddings of flat tori,2020-07-06 00:33:28+00:00,math.GT
An exploration of the encoding of grammatical gender in word embeddings,2020-08-05 06:01:46+00:00,cs.CL
The embeddings of the Heisenberg group into the Cremona group,2020-09-18 21:34:05+00:00,math.GR
Correlating Subword Articulation with Lip Shapes for Embedding Aware Audio-Visual Speech Enhancement,2020-09-21 01:26:19+00:00,cs.SD
CogniFNN: A Fuzzy Neural Network Framework for Cognitive Word Embedding Evaluation,2020-09-24 04:39:38+00:00,cs.AI
Rethinking embedding coupling in pre-trained language models,2020-10-24 07:43:00+00:00,cs.CL
Fair Embedding Engine: A Library for Analyzing and Mitigating Gender Bias in Word Embeddings,2020-10-25 17:31:12+00:00,cs.CL
Learning Audio Embeddings with User Listening Data for Content-based Music Recommendation,2020-10-29 06:59:21+00:00,cs.SD
Intrinsic analysis for dual word embedding space models,2020-12-01 18:40:42+00:00,cs.CL
Cross-lingual Word Sense Disambiguation using mBERT Embeddings with Syntactic Dependencies,2020-12-09 20:22:11+00:00,cs.CL
Zero-Shot Cross-Lingual Dependency Parsing through Contextual Embedding Transformation,2021-03-03 06:50:43+00:00,cs.CL
Extending Multi-Sense Word Embedding to Phrases and Sentences for Unsupervised Semantic Applications,2021-03-29 04:54:28+00:00,cs.CL
DyGCN: Dynamic Graph Embedding with Graph Convolutional Network,2021-04-07 07:28:44+00:00,cs.LG
Combining Pre-trained Word Embeddings and Linguistic Features for Sequential Metaphor Identification,2021-04-07 17:43:05+00:00,cs.CL
On the Impact of Knowledge-based Linguistic Annotations in the Quality of Scientific Embeddings,2021-04-13 13:51:22+00:00,cs.CL
Word2rate: training and evaluating multiple word embeddings as statistical transitions,2021-04-16 15:31:29+00:00,cs.CL
Multi-source Neural Topic Modeling in Multi-view Embedding Spaces,2021-04-17 14:08:00+00:00,cs.CL
Random Euclidean embeddings in finite dimensional Lorentz spaces,2021-04-24 15:46:19+00:00,math.FA
SAT Based Analogy Evaluation Framework for Persian Word Embeddings,2021-06-29 18:43:06+00:00,cs.CL
A Survey of Knowledge Graph Embedding and Their Applications,2021-07-16 12:07:53+00:00,cs.IR
Cross-Lingual BERT Contextual Embedding Space Mapping with Isotropic and Isometric Conditions,2021-07-19 22:57:36+00:00,cs.CL
Transfer Learning in Electronic Health Records through Clinical Concept Embedding,2021-07-27 16:22:02+00:00,cs.LG
Learning Robot Structure and Motion Embeddings using Graph Neural Networks,2021-09-15 19:16:32+00:00,cs.RO
Clustering and Network Analysis for the Embedding Spaces of Sentences and Sub-Sentences,2021-10-02 00:47:35+00:00,cs.CL
Examples of fourth-order scattering-type operators with embedded eigenvalues in their continuous spectra,2021-10-02 07:01:08+00:00,math.SP
A Comprehensive Comparison of Word Embeddings in Event & Entity Coreference Resolution,2021-10-11 09:46:46+00:00,cs.CL
"Network Representation Learning: From Preprocessing, Feature Extraction to Node Embedding",2021-10-14 17:46:37+00:00,cs.SI
A Broader Picture of Random-walk Based Graph Embedding,2021-10-24 03:40:16+00:00,cs.LG
Learning Large-scale Network Embedding from Representative Subgraph,2021-12-02 17:30:11+00:00,cs.SI
"""A Passage to India"": Pre-trained Word Embeddings for Indian Languages",2021-12-27 17:31:04+00:00,cs.CL
Coarse embeddings of symmetric spaces and Euclidean buildings,2022-01-17 14:54:48+00:00,math.GR
Continuum Many Planar Embeddings of the Knaster Accordion,2022-03-07 04:55:51+00:00,math.GN
Sense Embeddings are also Biased--Evaluating Social Biases in Static and Contextualised Sense Embeddings,2022-03-14 22:08:37+00:00,cs.CL
Combining Static and Contextualised Multilingual Embeddings,2022-03-17 13:53:46+00:00,cs.CL
Plethysm and a character embedding problem of Miller,2022-03-21 14:18:09+00:00,math.CO
Detecting Vocal Fatigue with Neural Embeddings,2022-04-07 13:18:05+00:00,eess.AS
